3.000,0.500,-2.000,2.500,-1.200,-2.300
2.772,1.004,-1.756,1.405,-0.224,-2.166
2.520,0.713,-2.156,0.432,-0.502,-0.542
2.548,0.585,-1.805,1.220,-0.322,-1.565
2.581,0.620,-1.727,1.109,-0.561,-1.573
2.586,0.615,-1.727,1.112,-0.555,-1.571
